TIME,GEO,UNIT,CATEGORY,AGE,SEX,Value,Flag and Footnotes
2016,Latvia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,4.5,
2016,Lithuania,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,103.3,
2016,Lithuania,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,89,
2016,Lithuania,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,37.3,
2016,Lithuania,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,23,
2016,Lithuania,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,7,
2016,Luxembourg,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,17.6,
2016,Luxembourg,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,14.1,
2016,Luxembourg,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5.3,
2016,Luxembourg,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1.8,
2016,Luxembourg,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,0.5,u
2016,Hungary,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,254.3,
2016,Hungary,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,216.8,
2016,Hungary,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,72.5,
2016,Hungary,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,35.1,
2016,Hungary,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,13.2,
2016,Malta,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,15.5,
2016,Malta,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,11.8,
2016,Malta,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,8,
2016,Malta,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4.3,
2016,Malta,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.8,
2016,Netherlands,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,745.7,
2016,Netherlands,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,580.6,
2016,Netherlands,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,296.4,
2016,Netherlands,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,131.4,
2016,Netherlands,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,50.6,
2016,Austria,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,416.1,
2016,Austria,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,326.9,
2016,Austria,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,157.2,
2016,Austria,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,68,
2016,Austria,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,17.1,
2016,Poland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,924.1,
2016,Poland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,778,
2016,Poland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,288.5,
2016,Poland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,142.4,
2016,Poland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,59.1,
2016,Portugal,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,222.3,
2016,Portugal,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,192.4,
2016,Portugal,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,67.8,
2016,Portugal,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,37.9,
2016,Portugal,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,21.2,
2016,Romania,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,220.4,
2016,Romania,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,198.9,
2016,Romania,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,47.6,
2016,Romania,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,26.1,
2016,Romania,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,10.9,u
2016,Slovenia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,56.1,
2016,Slovenia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,49.8,
2016,Slovenia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,11.2,
2016,Slovenia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4.9,
2016,Slovenia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,2.2,u
2016,Slovakia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,135.3,
2016,Slovakia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,115,
2016,Slovakia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,32.4,
2016,Slovakia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,12,
2016,Slovakia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,4.6,
2016,Finland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,252.9,
2016,Finland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,212.5,
2016,Finland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,67.8,
2016,Finland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,27.5,
2016,Finland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,12.8,
2016,Sweden,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,520.2,
2016,Sweden,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,419.8,
2016,Sweden,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,195.4,
2016,Sweden,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,95.1,
2016,Sweden,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,31.7,
2016,United Kingdom,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2935.6,
2016,United Kingdom,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,2402.4,
2016,United Kingdom,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1187.5,
2016,United Kingdom,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,654.3,
2016,United Kingdom,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,285.8,
2016,Iceland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,12.7,
2016,Iceland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,6.9,
2016,Iceland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,8.4,
2016,Iceland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2.6,
2016,Iceland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.2,
2016,Norway,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,246.4,
2016,Norway,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,204.2,
2016,Norway,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,93,
2016,Norway,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,50.8,
2016,Norway,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,18.3,
2016,Switzerland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,450.2,
2016,Switzerland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,266.6,
2016,Switzerland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,249.9,
2016,Switzerland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,66.3,
2016,Switzerland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,42.9,
2016,Montenegro,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,15.7,
2016,Montenegro,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,13.8,
2016,Montenegro,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5.8,
2016,Montenegro,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3.8,
2016,North Macedonia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,42.6,
2016,North Macedonia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,39.4,
2016,North Macedonia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,6.7,
2016,North Macedonia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3.5,
2016,North Macedonia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1,u
2016,Serbia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,179.6,
2016,Serbia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,165.7,
2016,Serbia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,25.8,
2016,Serbia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,11.9,
2016,Serbia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,3.6,u
2016,Turkey,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1548.4,
2016,Turkey,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,1361.7,
2016,Turkey,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,460.5,
2016,Turkey,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,273.8,
2016,Turkey,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,92.6,
2017,European Union - 28 countries,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,17516,
2017,European Union - 28 countries,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,14409.5,
2017,European Union - 28 countries,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5837.8,
2017,European Union - 28 countries,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2731.4,
2017,European Union - 28 countries,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1106.5,
2017,European Union - 15 countries (1995-2004),Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,14973.2,
2017,European Union - 15 countries (1995-2004),Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,12233.3,
2017,European Union - 15 countries (1995-2004),Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5090.4,
2017,European Union - 15 countries (1995-2004),Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2350.5,
2017,European Union - 15 countries (1995-2004),Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,946.6,
2017,Euro area (19 countries),Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,11750,
2017,Euro area (19 countries),Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,9630.9,
2017,Euro area (19 countries),Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3760.9,
2017,Euro area (19 countries),Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1641.8,
2017,Euro area (19 countries),Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,650.6,
2017,Belgium,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,469.5,b
2017,Belgium,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,449.9,b
2017,Belgium,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,86.7,b
2017,Belgium,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,67.1,b
2017,Belgium,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,23.6,b
2017,Bulgaria,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,206.1,
2017,Bulgaria,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,189.9,
2017,Bulgaria,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,40.1,
2017,Bulgaria,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,23.9,
2017,Bulgaria,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,13.5,
2017,Czechia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,277.3,
2017,Czechia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,220.8,
2017,Czechia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,102.9,
2017,Czechia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,46.4,
2017,Czechia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,18.9,
2017,Denmark,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,254.2,b
2017,Denmark,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,196.2,b
2017,Denmark,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,94.5,b
2017,Denmark,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,36.5,b
2017,Denmark,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,16.1,b
2017,Germany (until 1990 former territory of the FRG),Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3518.1,
2017,Germany (until 1990 former territory of the FRG),Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,2386,
2017,Germany (until 1990 former territory of the FRG),Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1540.6,
2017,Germany (until 1990 former territory of the FRG),Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,408.5,
2017,Germany (until 1990 former territory of the FRG),Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,199.8,
2017,Estonia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,61.5,
2017,Estonia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,52.1,
2017,Estonia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,22.6,
2017,Estonia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,13.2,
2017,Estonia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,5.4,
2017,Ireland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,184.9,b
2017,Ireland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,166.5,b
2017,Ireland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,56.5,b
2017,Ireland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,38.1,b
2017,Ireland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,15,b
2017,Greece,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,231.6,
2017,Greece,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,222.2,
2017,Greece,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,29.2,
2017,Greece,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,19.7,
2017,Greece,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,7.9,
2017,Spain,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1299.5,
2017,Spain,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,1226.8,
2017,Spain,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,242.7,
2017,Spain,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,170,
2017,Spain,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,63.7,
2017,France,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2769.9,
2017,France,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,2501.6,
2017,France,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,704.6,
2017,France,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,436.3,
2017,France,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,134.4,
2017,Croatia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,120.8,
2017,Croatia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,108,
2017,Croatia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,22.3,
2017,Croatia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,9.4,u
2017,Croatia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,4,u
2017,Italy,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1096,
2017,Italy,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,909.5,
2017,Italy,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,327.6,
2017,Italy,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,141.2,
2017,Italy,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,59.6,
2017,Cyprus,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,32.3,
2017,Cyprus,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,30.6,
2017,Cyprus,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,6.7,
2017,Cyprus,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5.1,
2017,Cyprus,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.8,
2017,Latvia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,68.7,
2017,Latvia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,56.5,
2017,Latvia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,26,
2017,Latvia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,13.8,
2017,Latvia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,5.7,
2017,Lithuania,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,105,
2017,Lithuania,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,91.8,
2017,Lithuania,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,35.3,
2017,Lithuania,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,22.2,
2017,Lithuania,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,8.7,
2017,Luxembourg,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,15.4,
2017,Luxembourg,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,12.4,
2017,Luxembourg,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5.8,
2017,Luxembourg,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2.8,
2017,Luxembourg,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,0.8,u
2017,Hungary,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,259.8,
2017,Hungary,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,222.2,
2017,Hungary,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,71.1,
2017,Hungary,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,33.5,
2017,Hungary,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,14.7,
2017,Malta,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,16.1,
2017,Malta,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,12.3,
2017,Malta,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,8.5,
2017,Malta,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4.6,
2017,Malta,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,2.4,
2017,Netherlands,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,782.9,
2017,Netherlands,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,604.6,
2017,Netherlands,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,318,
2017,Netherlands,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,139.7,
2017,Netherlands,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,55.4,
2017,Austria,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,390.9,
2017,Austria,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,306,
2017,Austria,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,147.8,
2017,Austria,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,62.9,
2017,Austria,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,16.8,
2017,Poland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,958.5,
2017,Poland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,808.7,
2017,Poland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,305.6,
2017,Poland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,155.7,
2017,Poland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,61.5,
2017,Portugal,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,244.8,
2017,Portugal,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,211.1,
2017,Portugal,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,80.9,
2017,Portugal,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,47.2,
2017,Portugal,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,27,
2017,Romania,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,236.8,
2017,Romania,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,212.3,
2017,Romania,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,57.7,
2017,Romania,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,33.3,
2017,Romania,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,15,
2017,Slovenia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,56.4,
2017,Slovenia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,48.9,
2017,Slovenia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,13,
2017,Slovenia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5.5,
2017,Slovenia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,3,u
2017,Slovakia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,143.6,
